Nomination ID,SurveyName,Official School Name,District or CMO,School City,School State,Reason for nominating,Canopy School ID,CanopyID (from Official School Name),Portal Publicly disclosable nominator org
Nominator_2025-10_Center on Reinventing Public Education_North Star Academy Washington Park High School,Nominator_2025-10,North Star Academy Washington Park High School,Uncommon Schools,Newark,New Jersey,"North Star’s high school stands out for its relentless effort to rethink what students need to succeed beyond graduation and for its willingness to redesign core structures in service of that purpose. Leaders have treated GPA as a gateway to college persistence and reorganized instruction, data systems, and student supports around building the sustained habits of work that strong grades require. The school has moved away from passive learning by requiring every student to produce independent analysis before class discussion, redesigned grading to eliminate hidden gaps, and built high-accountability structures like Target 3.0 that pair data transparency with peer-driven goal setting. Together, these shifts reflect a high school actively reimagining how to cultivate independent learners, strengthen academic behaviors, and give every student a credible path to college success.",1647,1647,Anonymous
Nominator_2025-10_Center on Reinventing Public Education_Rio Grande High School,Nominator_2025-10,Rio Grande High School,Albuquerque Public Schools,Albuquerque,New Mexico,"Rio Grande HS has committed in the last few years to prioritizing sustainability through an environmental engineering program that blends innovative agricultural practices with traditional land and water management methods. Students can choose among multiple professional environmental engineering tracks (such as agriculture and conservation), and conduct authentic research in the fields and ponds adjacent to the school. The water, soil, and pollution studies they conduct have real value to local farmers, who recieve reports and presentations from students on their findings.",1648,1648,Center on Reinventing Public Education
Nominator_2025-10_Center on Reinventing Public Education_Old Mill Elementary School,Nominator_2025-10,Old Mill Elementary School,Bullitt County Public Schools,Mt. Washington,Kentucky,"Old Mill Elementary is implementing the district's vision of competency-based education into practice through authentic learning experiences and transformational instruction and assessment aligned to Bullitt County’s Graduate Profile competencies. The school emphasizes competency- and standards-based learning through performance assessments, and hosts career days that help students see how local careers connect to the Graduate Profile competencies.",1650,1650,Center on Reinventing Public Education
Nominator_2025-10_Center on Reinventing Public Education_Seattle World School,Nominator_2025-10,Seattle World School,Seattle Public Schools,Seattle,Washington,Evening program for students to earn credit who otherwise cannot attend school during the day; multilingual supports,1651,1651,Anonymous
Nominator_2025-10_Center on Reinventing Public Education_Highline High School,Nominator_2025-10,Highline High School,Highline School District,Burien,Washington,"Highline High School is part of a district-wide high school redesign effort in Highline Public Schools where each high school is pursuing a unique approach to redesign. At HHS, the school is focused on deeper learning and student choice, operationalized in a block schedule enabling more real-world projects.",1653,1653,Center on Reinventing Public Education
Nominator_2025-10_Center on Reinventing Public Education_Appoquinimink High School,Nominator_2025-10,Appoquinimink High School,Appoquinimink School District,Middletown,Delaware,The school has a comprehensive and mature career pathways program that is notable for its attention to inclusion. Every student participates in a pathway and the school is committed to navigation and differentiation that enable students to select any pathway that connects to their interests and goals.,1654,1654,Center on Reinventing Public Education
Nominator_2025-10_Center on Reinventing Public Education_Bronx Excellence 2,Nominator_2025-10,Bronx Excellence 2,Excellence Community Schools,New York ,New York,"The school stands out for its willingness to rethink core structures so that every student is known, supported, and challenged. Personalized learning plans, flexible grouping, and an extended school day allow staff to tailor instruction and enrichment to individual needs while maintaining high academic expectations. A rich liberal arts curriculum, strong behavioral supports, and deep family and community partnerships reinforce a broader purpose: developing well-rounded learners in a safe, nurturing, and intellectually ambitious environment. This combination reflects a coherent effort to reimagine both the experiences and conditions students need to thrive.",1655,1655,Anonymous
Nominator_2025-10_Center on Reinventing Public Education_Lowell Elementary,Nominator_2025-10,Lowell Elementary,Missoula County Public Schools,Missoula,Montana,"Lowell Elementary leverages Arts Integration has a dynamic approach to teaching where students construct and demonstrate understanding through an art form. This method goes beyond traditional activities by embedding the arts into core academic subjects, allowing students to explore and express concepts in innovative ways. Through arts-based projects, students  engage in effective communication, agile thinking, skilled collaboration and confident learning. This model includes a local artist residency at each grade level, where teacher and artist collaborate on a learner-centered unit of study.",1656,1656,Anonymous
Nominator_2025-10_Center on Reinventing Public Education_The Academies of Danbury High School,Nominator_2025-10,The Academies of Danbury High School,Danbury School District,Danbury,Connecticut,"The Academies of Danbury High School represent a redesign of the traditional high school experience, organized around career-focused learning within a personalized academy structure. Students select from a set of defined pathways—each aligned to specific industries or fields of study—that integrate rigorous academics with hands-on, real-world learning. All pathways are open to every student and assigned through a lottery process, ensuring equitable access regardless of grades or other factors.",1657,1657,Anonymous
Nominator_2025-10_Transcend_Desert Edge High School,Nominator_2025-10,Desert Edge High School,Agua Fria Union High School District,Goodyear,Arizona,Doing lots of innovative AI work at both the disrict and school levels ,1658,1658,Anonymous
Nominator_2025-10_Transcend_Washington Latin - Cooper Campus,Nominator_2025-10,Washington Latin - Cooper Campus,,Washington DC,District of Columbia,"Washington Latin Public Charter School is DC’s only public classical school—it dares to hold two ideas together: that education is the formation of character, fundamentally a moral exercise and that a challenging education should and can be accessible to all.

Washington Latin’s true innovation lies not only in what students learn, but also in how they prepare and support the adults who teach them. Washington Latin, has reimagined the teaching role itself. Their staffing model is both a philosophy and a practice. It restores trust, autonomy, and professional dignity to educators to a central place, thereby creating conditions where adults and students alike can thrive.",1659,1659,Transcend
Nominator_2025-10_Transcend_Washington Latin - 2nd Street Campus,Nominator_2025-10,Washington Latin - 2nd Street Campus,,Washington DC,District of Columbia,"Washington Latin Public Charter School is DC’s only public classical school—it dares to hold two ideas together: that education is the formation of character, fundamentally a moral exercise and that a challenging education should and can be accessible to all.

Washington Latin’s true innovation lies not only in what students learn, but also in how they prepare and support the adults who teach them. Washington Latin, has reimagined the teaching role itself. Their staffing model is both a philosophy and a practice. It restores trust, autonomy, and professional dignity to educators to a central place, thereby creating conditions where adults and students alike can thrive.",1660,1660,Transcend
Nominator_2025-10_Colorado Charter School Institute_Global Village Academy Aurora,Nominator_2025-10,Global Village Academy Aurora,Colorado Charter School Institute,Aurora,Colorado,"Global Village Academy Aurora reimagines school by creating a globally focused, multilingual environment where students learn core content through immersive language pathways in Spanish, Mandarin Chinese, and French. This structure transforms traditional classrooms into vibrant, culturally rich spaces where students engage authentically with global perspectives and diverse communities. Through inquiry-based instruction, targeted supports, and a strong emphasis on global citizenship, GVA Aurora empowers students to develop agency, empathy, and confidence as multilingual learners. The school’s commitment to cultural responsiveness and inclusive immersion experiences creates a dynamic, empowering environment for all students.",1661,1661,Colorado Charter School Institute
Nominator_2025-10_Colorado Charter School Institute_Global Village Academy – North,Nominator_2025-10,Global Village Academy – North,Colorado Charter School Institute,Thornton,Colorado,"Global Village Academy – North reimagines the learning experience by offering open-access immersion programs in Spanish, Mandarin Chinese, and Russian within a globally oriented K–8 model. By structuring learning around daily immersion, international themes, and hands-on, collaborative instruction, GVA North creates classrooms that are engaging, culturally vibrant, and intellectually stimulating. Students explore real-world issues, build cross-cultural competence, and develop strong communication skills that transcend traditional academic boundaries. Through personalized supports and whole-child practices, GVA North empowers students to become confident, multilingual global citizens prepared to navigate an interconnected world. ",1662,1662,Colorado Charter School Institute
Nominator_2025-10_Transcend_Narragansett High School,Nominator_2025-10,Narragansett High School,Narragansett School System,Narragansett,Rhode Island,"Narragansett High School has taken a proactive, strategic approach to AI implementation. They've developed a framework for developing policies, designing professional development, and implementing practical AI use cases that boost productivity and outcomes. They’ve achieved significant progress through strategic coaching, small investments, and leveraging early adopters, proving that effective AI implementation doesn’t require extensive infrastructure or large budgets. ",1663,1663,Anonymous
Nominator_2025-10_Transcend_Alpha School,Nominator_2025-10,Alpha School,,Austin,Texas,"Very personalized, cutting edge use of AI technology and supporting school elements (e.g changes to teacher role, curriculum, schedules, technology)",1664,1664,Anonymous
Nominator_2025-10_Transcend_CAST Lead,Nominator_2025-10,CAST Lead,CAST Schools,San Antonio,Texas,"CAST Lead, an in-district choice school serving 8th–12th graders, prepares students for college and careers in retail and business management, e-commerce, hospitality and tourism, and agribusiness through personalized, leadership-focused learning experiences.",1665,1665,Anonymous
Nominator_2025-10_Transcend_CAST Tech,Nominator_2025-10,CAST Tech,CAST Schools,San Antonio,Texas,"CAST Tech partners closely with industry to prepare students for high-demand careers in technology and business through flexible schedules, hands-on projects, and real-world experiences such as job shadowing, mentorships, and internships. With computer-based learning and embedded college coursework, students can accelerate their studies, earn industry certifications, build strong project portfolios, and accumulate up to two years of college credit.",1666,1666,Anonymous
Nominator_2025-10_Public Impact_Nash Central Middle,Nominator_2025-10,Nash Central Middle,Nash County Public Schools,Nashville,North Carolina,"Nash Central Middle and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students, and it received Certified Opportunity Culture® School status, Level 2, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.",1667,1667,Anonymous
Nominator_2025-10_Public Impact_Rocky Mount Middle,Nominator_2025-10,Rocky Mount Middle,Nash County Public Schools,Rocky Mount,North Carolina,"Rocky Mount Middle and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students, and it received Certified Opportunity Culture® School status, Level 2, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.
",1668,1668,Anonymous
Nominator_2025-10_Public Impact_Durant Road Middle School,Nominator_2025-10,Durant Road Middle School,Wake County Public School System,Raleigh,North Carolina,"Durant Road Middle and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students, and it received Certified Opportunity Culture® School status, Level 2, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.
",1669,1669,Anonymous
Nominator_2025-10_Public Impact_Union Hill Elementary,Nominator_2025-10,Union Hill Elementary,Guilford County Schools,High Point,North Carolina,"Union Hill and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students, and it received Certified Opportunity Culture® School status, Level 2, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.",1670,1670,Anonymous
Nominator_2025-10_Rock Tree Sky_South Valley High,Nominator_2025-10,South Valley High,Ukiah Unified School District,Ukiah,California,"Community assett enriched programming, career connected, learner interest-led, learners feel known and seen, amazingly positive feeling tone, ",1671,1671,Rock Tree Sky
Nominator_2025-10_Public Impact_Forest Hills Middle,Nominator_2025-10,Forest Hills Middle,Wilson County Schools,Wilson,North Carolina,"Forest Hills Middle and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students, and it received Certified Opportunity Culture® School status, Level 2, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.",1672,1672,Anonymous
Nominator_2025-10_Diverse Charter Schools Coalition_Lafayette Preparatory Academy,Nominator_2025-10,Lafayette Preparatory Academy,NA,St. Louis,Missouri,"At LPA, every student and staff member is recognized and valued for who they are. From the moment you walk through our doors, it feels like family. And that difference is why we are a top-ranked school for academic growth, retain staff longer and attract so much support from those who believe in what we do. Come meet the leaders of tomorrow, today.

Lafayette Prep is an active member of Diverse Charter Schools Coalition",1673,1673,Diverse Charter Schools Coalition
Nominator_2025-10_National Charter Schools Institute_University Preparatory Charter School For Young Men High School,Nominator_2025-10,University Preparatory Charter School For Young Men High School,N/A,Rochester,New York,"Super strong culture, great expansion of CTE programs with local partners. Culinary is the star!",1674,1674,Anonymous
Nominator_2025-10_National Charter Schools Institute_Legal Prep Charter Academy,Nominator_2025-10,Legal Prep Charter Academy,N/A,Chicago,Illinois,"Legal themed curriculum, business and community partnerships, and professional environments to build students' critical thinking, communication, advocacy, and problem solving skills. Legal exposure starts in middle school through classes like Street Law, Law in Literature, etc. ",1675,1675,Anonymous
Nominator_2025-10_Urban Assembly_The Early College High School of Emergency Medicine (ECHEM),Nominator_2025-10,The Early College High School of Emergency Medicine (ECHEM),Urban Assembly,New York,New York,"ECHEM reimagines learning by blending early college, hands-on skill development, and real-world career pathways that allow students to apply knowledge in authentic, high-impact settings. Their programs in Emergency Medicine, Public Health, and Pre-Nursing immerse students in industry-aligned learning experiences that build confidence, competency, and purpose. Through initiatives like the ambulance simulator, clinical partnerships, and university credit-bearing courses, students engage in learning that is rigorous, relevant, and deeply connected to their future goals.",1676,1676,Urban Assembly
Nominator_2025-10_Transcend_Circulos High School at Advanced Learning Academy,Nominator_2025-10,Circulos High School at Advanced Learning Academy,San Diego Unified School District,San Diego,California,"ALA reimagines school by fostering a culturally rich, inclusive community where students learn from one another and develop global awareness. Through project-based learning, strong relationships, and a focus on student ownership, ALA empowers learners to engage deeply, think critically, and take charge of their educational journey from TK through 12th grade.",1677,1677,Anonymous
Nominator_2025-10_Transcend_Flourish,Nominator_2025-10,Flourish,,Madison,Tennessee,Microschool steeped in experiential learning: real-world projects enable deeper inquiry and problem-solving. They use Valor's Compass and use skills-based grade reporting.​,1678,1678,Anonymous
Nominator_2025-10_Transcend_Clear Creek Middle & High School,Nominator_2025-10,Clear Creek Middle & High School,Clear Creek School District,Evergreen,Colorado,"Clear Creek's innovative model has three core components to prepare students for their futures: rew & Connect, Experiential Learning, and Future-Ready. The Crew & Connect experiences are designed develop the learner profile, to foster relationship building, academic progress monitoring, character development  and whole-person wellness. Experiential Learning is an interdisciplinary approach to learning that leverages authentic, place-based learning experiences. Across all disciplines, students learn by experiencing relevant and rigorous content and concepts through a constructive approach that develops critical and creative thinking and problem solving skills. Future-Ready provides multiple pathways for students to be exposed to, to explore, and to experience wayfinding-focused learning from pre-kindergarten through twelfth grade. These authentic experiences are customized and serve as symbiotic relationships for industry partners and learners in many ways including opportunities for credit, internship experiences and beyond.",1679,1679,Transcend
Nominator_2025-10_National Charter Schools Institute_SLAM Miami,Nominator_2025-10,SLAM Miami,SLAM,Miami,Florida,"Sports Leadership and Management (SLAM) is a public charter school for 6th through 12th grade students seeking careers in the Sports Leadership and Management industries. SLAM integrates national Common Core Standards and sports-related themes into a core curriculum of Mathematics, Language Arts, Science and Social Studies, SLAM prepares students for careers in Sports Medicine, Business, Marketing, Health, and Communications through electives coursework in the following career academies: Sports Medicine, Digital Television & Sports Media Production, Sports Marketing, Entertainment, & Management. 
SLAM provides students with unique access to career mentors, athletes as role models, and executive internships through educational partnerships with local and national sports franchises. ",1680,1680,Anonymous
Nominator_2025-10_Transcend_SLAM Miami,Nominator_2025-10,SLAM Miami,Academica,Miami,Florida,"SLAM Miami blends traditional academics with sports-themed career academies — such as sports medicine, media production, marketing, and management — giving students a real jump on post-secondary and industry-focused paths. It also offers truly unique opportunities like running the first student-operated SiriusXM radio station and internships with professional sports franchises, making school feel relevant, exciting, and directly connected to future careers.",1680,1680,Anonymous
Nominator_2025-10_Transcend_Shields Elementary School,Nominator_2025-10,Shields Elementary School,Victoria ISD,Victoria,Texas,"Shields Elementary School focuses on nurturing the whole child through intentional opportunities to develop social-emotional skills, build relationships, and appreciate students for who they are. Each day starts with a morning meeting, where students engage in community-building activities, have one-on-one check-ins with adults, and set daily goals. This time sets up students to engage in collaborative, personalized learning over the course of the day.

Learning at Shields is highly collaborative, cross-disciplinary, and customized. Students participate in extended, interdisciplinary learning blocks that incorporate small-group, project-based, and technology-rich activities across all content areas. They rotate through four stations: teacher-led small-group instruction, adaptive curriculum at a computer station, independent self-directed practice, and a collaboration station for real-world problem-solving with peers. Teachers flexibly adapt these modalities based on student data to ensure appropriate challenge and support. Throughout these experiences, students are held to high expectations with rigorous learning, encouraged to persist through challenges, and are supported to access the resources they need to keep trying. Students also receive targeted interventions in math and reading during Genius Lab every Friday.",1681,1681,Transcend
Nominator_2025-10_National Charter Schools Institute_Rhode Island Nurses Institute Middle College Charter High School,Nominator_2025-10,Rhode Island Nurses Institute Middle College Charter High School,N/A,Providence,Rhode Island,#1 School in Rhode Island for College Coursework and Workforce Credentials for six years in a row. Prepares students to become the highly educated and professional nursing workforce of the future.,1682,1682,Anonymous
Nominator_2025-10_National Charter Schools Institute_Horizon Science Academy Columbus High,Nominator_2025-10,Horizon Science Academy Columbus High,Concept Network Schools,Columbus,Ohio,"Horizon Science Academy’s Engineering Pathway equips students with the skills and certifications needed for careers in robotics, automation, and advanced manufacturing. Through a hands-on curriculum, industry-recognized credentials, and real-world experiences, students develop the technical expertise and problem-solving abilities required for success in engineering fields. They also offer pathways in software development, cybersecurity, allied health and nursing, exercise science, arts and communications, and business and marketing.",1683,1683,Anonymous
Nominator_2025-10_National Charter Schools Institute_Muskegon Lakeshore High School & Career Center ,Nominator_2025-10,Muskegon Lakeshore High School & Career Center ,Oakmont Education ,Muskegon ,Michigan,Muskegon Lakeshore High School & Career Center is a unique high school serving students ages 15-21 who have been failed by traditional schools.,1684,1684,Anonymous
Nominator_2025-10_National Charter Schools Institute_Pinnacle Charter School,Nominator_2025-10,Pinnacle Charter School,N/A,Thornton,Colorado,"The Pinnacle Arts Workshop at Pinnacle Charter School is a new, state-of-the-art facility will provide students with a unique opportunity to explore and develop their artistic talents in a variety of exciting disciplines, including Pottery, Drawing, Photography, Painting, and Graphic Arts.",1685,1685,Anonymous
Nominator_2025-10_National Charter Schools Institute_Sendero School of Academics and Career Preparation (Sendero Prep) ,Nominator_2025-10,Sendero School of Academics and Career Preparation (Sendero Prep) ,N/A,Las Cruces,New Mexico,"Sendero School of Academics and Career Preparation offers six different pathways so that students develop strong pre-employment skills, form habits to transition into the workforce, and prepare for life beyond the classroom through meaningful and reflective work experience. These include business management and administration, education and training, architecture and construction, arts/audio visual/tech/communications, transportation logistics, and health sciences.",1686,1686,Anonymous
Nominator_2025-10_National Charter Schools Institute_MicroSociety Academy Charter School ,Nominator_2025-10,MicroSociety Academy Charter School ,N/A,Nashua,New Hampshire,"Students explore through embedded entrepreneurial endeavors and “real life” learning within MicroSociety curriculum, ventures and agencies.",1687,1687,Anonymous
Nominator_2025-10_National Charter Schools Institute_West Michigan Aviation Academy,Nominator_2025-10,West Michigan Aviation Academy,N/A,Grand Rapids,Michigan,"WMAA provides an aviation and STEM focused high school experience, located on the campus of the Gerald R. Ford International Airport in Grand Rapids, MI. Through a curriculum rich in aviation, STEM (science, technology, engineering, and math), and robotics, WMAA offers students a unique opportunity to focus on high-growth career fields. This approach better prepares them to pursue higher education, technical degrees, or enter the workforce in their chosen field. WMAA is one of only a few high schools in the nation where a student can earn a private pilot license as part of the high school curriculum. ",1688,1688,Anonymous
Nominator_2025-10_National Charter Schools Institute_Sacramento School of Engineering & Science,Nominator_2025-10,Sacramento School of Engineering & Science,N/A,Alamogordo,New Mexico,"Instruction and learning opportunities at SSES empower students to become proficient in various fields of engineering, particularly in robotics, computer science, electrical, and mechanical engineering. Heavy emphasis on internships.",1689,1689,Anonymous
Nominator_2025-10_National Charter Schools Institute_Palm Beach School for Autism,Nominator_2025-10,Palm Beach School for Autism,"Palm Beach School for Autism, Inc. Network",Lake Worth ,Florida,"Transition programming (Project Next) designed to help individuals with autism prepare for adulthood with job training, life skills, self care, self advocacy, and leisure activities. They have community partnerships with local enterprises such as restaurants and stores, as well as on-campus experiences such as commercial kitchens, e-commerce, etc. to get hands-on experience to build confidence.",1690,1690,Anonymous
Nominator_2025-10_NewSchools Venture Fund_South Shore Charter School,Nominator_2025-10,South Shore Charter School,South Shore Charter School,Central Islip,New York,"South Shore Charter School is a tuition-free public charter school currently serving K–5 scholars at their flagship campus in Central Islip, NY. Rooted in high expectations, academic excellence, and strong character development, every student experiences inquiry based learning, a challenging and rigorous curriculum, excellent teaching reinforced by daily educator development, academic and social emotional support, and extended learning time. The results speak for themselves. In the first two years of operation, South Shore students were in the 99th percentile of academic growth nationally in ELA and Math on NWEA assessments, and the school re-enrolled 93% of students and retained 93% of staff. ",1691,1691,NewSchools Venture Fund
Nominator_2025-10_A Revolution in Education_STEM School Chattanooga,Nominator_2025-10,STEM School Chattanooga,Hamilton County Schools,Chattanooga,Tennessee,"STEM School Chattanooga operates on a three-tenet framework—Collaboration, Critical Thinking, and Innovation—that guides every aspect of student learning. Through authentic, community-connected projects and a four-year instructional progression (Model-Guide-Monitor-Release), students develop essential competencies while tackling real-world challenges. The school reimagines education by making skills explicit, creating genuine experiences with external partners, and fully integrating competency development across all learning. Students transform from tentative freshmen into confident professionals who embrace failure as learning, communicate with diverse stakeholders, and drive meaningful community impact through sustained, purposeful work.",1693,1693,A Revolution in Education
Nominator_2025-10_Diverse Charter Schools Coalition_Beehive Academy,Nominator_2025-10,Beehive Academy,NA,Salt Lake City,Utah,"At Beehive, students of diverse cultures achieve academic excellence and personal skills in a challenging and innovative STEM environment to become contributing global citizens.

Beehive is an active member of Diverse Charter Schools Coalition.",1694,1694,Diverse Charter Schools Coalition
Nominator_2025-10_FullScale Learning_GATES High School,Nominator_2025-10,GATES High School,Franklin Pierce Schools,Tacoma,Washington,"What is especially compelling is how GATES moved from experimentation to coherence. The school has taken its initial equity commitments and new learning and developed them into mature systems that support student agency, belonging, and mastery. This evolution signals a school that is not only responsive to students’ needs but also proactive in creating environments that honor their identities, experiences, and strengths. GATES High School stands out as a powerful example of how an alternative school can reimagine the purpose and experience of education.",1695,1695,FullScale Learning
Nominator_2025-10_FullScale Learning_CHOICE Academy,Nominator_2025-10,CHOICE Academy,Highline Public Schools,Burien,Washington,"As a traditional, comprehensive school, CHOICE is taking deliberate steps to rethink long-standing structures and shift toward practices that center student agency, belonging, and success. Their work to build an equity stance demonstrates a commitment to creating a learning environment where every student feels valued and supported. At the same time, CHOICE Academy is actively piloting and building capacity around new instructional and school practices. This willingness to experiment, learn, and grow signals a forward-thinking mindset; one that recognizes that truly effective schoolwide systems require intentional design and continuous refinement. CHOICE Academy is reimagining what school can look like within a comprehensive setting.",1696,1696,FullScale Learning
Nominator_2025-10_Public Impact_Carlsbad Intermediate School: PR Leyva campus,Nominator_2025-10,Carlsbad Intermediate School: PR Leyva campus,Carlsbad Municipal Schools,Carlsbad,New Mexico,"PR Leyva and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students; it posted the fourth-highest growth in the state in the math proficiency rate among large schools, and the 17th-highest growth in the literacy rate. It received Certified Opportunity Culture® School status, Level 1, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.
",1697,1697,Anonymous
Nominator_2025-10_Public Impact_Desert Willow Elementary,Nominator_2025-10,Desert Willow Elementary,Carlsbad Municipal Schools,Carlsbad,New Mexico,"Cottonwood Elementary and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students; it posted the highest growth in the state in the literacy proficiency rate among medium-size schools, and the 31st-highest growth in the literacy rate. It received Certified Opportunity Culture® School status, Level 1, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.",1698,1698,Anonymous
Nominator_2025-10_Public Impact_Englewood Elementary,Nominator_2025-10,Englewood Elementary,Nash County Public Schools,Rocky Mount,North Carolina,"Englewood Elementary and its district are part of the national Opportunity Culture initiative, in which schools extend the reach of excellent teachers and their teams to many more students, for more pay, within regular budgets. 
The school has achieved high-growth learning results for its students, and it received Certified Opportunity Culture® School status, Level 2, signifying a focus on student access to instruction led by Multi-Classroom Leader® teaching teams and incorporation of small-group, high-dosage tutoring into daily schedules. 
The foundation of the Opportunity Culture model is the Multi-Classroom Leader role, an excellent teacher who leads a small teaching team, providing instructional guidance and frequent, on-the-job development, while continuing to teach part of the time. The school uses this and other teacher and paraprofessional team roles to reach more students with excellent teaching.
",1699,1699,Anonymous
Nominator_2025-10_National Charter Schools Institute_James and Rosemary Phalen Leadership Academy High School,Nominator_2025-10,James and Rosemary Phalen Leadership Academy High School,Phalen Academies,Indianapolis,Indiana,"high school scholars have the opportunity to participate in our Career Technical Education (CTE) program. This program provides scholars hands-on training and certifications that prepare them for careers in high-demand fields with competitive salaries immediately following graduation. These fields include: early education, business, cosmetology/barbering, certified nursing assistant, and computer science. 
",1700,1700,Anonymous
Nominator_2025-10_Indiana Charter Innovation Center_Nature's Gift Microschool (Indiana Microschool Collaborative),Nominator_2025-10,Nature's Gift Microschool (Indiana Microschool Collaborative),N/A,Charlottsville,Indiana,"The Indiana Microschool Collaborative launched the first of what will be many sites of public charter microschools this fall. Each site will respond to the needs of the communities in which they exist, with a goal of creating schools that students feel was designed just for them. Each school will feature highly personalized and competency based learning. The small size of each site makes it possible to have multi-age groupings and to leverage peer to peer tutoring.",1701,1701,Indiana Charter Innovation Center
Nominator_2025-10_Transcend_Career Institute South,Nominator_2025-10,Career Institute South,Dallas ISD,Dallas,Texas,"Dallas ISD's hub model through Career Institutes addresses transportation, facility, and staffing barriers to provide students from every quadrant of the city with a range of high-potential pathways supported by credited coursework, hands-on learning, opportunities for industry experience, and industry certifications.",1702,1702,Anonymous
Nominator_2025-10_Transcend_Career Institute East,Nominator_2025-10,Career Institute East,Dallas ISD,Dallas,Texas,"Dallas ISD's hub model through Career Institutes addresses transportation, facility, and staffing barriers to provide students from every quadrant of the city with a range of high-potential pathways supported by credited coursework, hands-on learning, opportunities for industry experience, and industry certifications.",1705,1705,Anonymous
Nominator_2025-10_Transcend_Career Institute North,Nominator_2025-10,Career Institute North,Dallas ISD,Dallas,Texas,"Dallas ISD's hub model through Career Institutes addresses transportation, facility, and staffing barriers to provide students from every quadrant of the city with a range of high-potential pathways supported by credited coursework, hands-on learning, opportunities for industry experience, and industry certifications.",1706,1706,Anonymous
Nominator_2025-10_National Charter Schools Institute_SouthTech Preparatory,Nominator_2025-10,SouthTech Preparatory,N/A,Boynton Beach,Florida,"7th Graders in IT earn the Web & Software Design Certification, while 8th Graders in IT earn a programming/Emerging Technology certification.

SouthTech’s automotive program offers 10 ASE certifications. If a student passes all 10 ASE certifications, SouthTech will pay the final certification fee for the student to complete their exam at Palm Beach State College. ",1707,1707,Anonymous
